timestamp,device_id,device_type,latency_ms,packet_loss_percent,bandwidth_utilization,throughput_mbps,jitter_ms,cpu_usage_percent,memory_usage_percent,error_rate,interface_utilization,device_status,failure_type
2025-01-01T05:02:00+00:00,ac-6,access_switch,35.69,1.34,20.14,199.23,1.2,20.22,33.93,0.02,28.85,healthy,normal
2025-01-01T05:02:05+00:00,da-3,database,114.43,6.92,51.61,91.17,15.11,86.5,89.98,4.94,83.81,warning,device_overload
2025-01-01T05:02:10+00:00,co-4,core_switch,85.1,9.6,92.82,679.47,19.8,69.9,79.27,3.0,98.83,warning,traffic_spike
2025-01-01T05:02:15+00:00,se-5,server,120.94,3.73,67.42,60.91,12.52,91.03,95.38,2.46,82.13,warning,device_overload
2025-01-01T05:02:20+00:00,da-1,database,24.75,1.46,63.56,199.33,2.82,41.01,36.71,0.27,38.71,healthy,normal
2025-01-01T05:02:25+00:00,ro-2,router,95.95,4.52,92.0,762.91,15.83,91.45,69.6,3.94,96.34,warning,traffic_spike
2025-01-01T05:02:30+00:00,cl-7,client,440.26,85.91,17.36,17.08,37.98,29.09,38.61,21.9,4.32,offline,link_failure
2025-01-01T05:02:35+00:00,co-2,core_switch,28.37,1.3,56.85,297.57,3.24,53.06,56.52,0.22,54.46,healthy,normal
2025-01-01T05:02:40+00:00,ro-2,router,37.04,1.47,24.91,120.87,5.15,39.64,28.79,0.73,26.25,healthy,normal
2025-01-01T05:02:45+00:00,cl-2,client,124.09,12.59,85.24,77.38,20.58,50.05,51.4,4.57,88.39,warning,congestion
2025-01-01T05:02:50+00:00,co-4,core_switch,32.12,1.16,20.62,115.99,1.79,35.14,65.28,0.15,49.28,healthy,normal
2025-01-01T05:02:55+00:00,cl-4,client,20.65,0.96,57.3,234.78,4.51,25.5,34.13,0.15,31.78,healthy,normal
2025-01-01T05:03:00+00:00,cl-8,client,41.92,0.28,31.19,272.03,3.5,33.36,45.48,0.34,17.91,healthy,normal
2025-01-01T05:03:05+00:00,da-8,database,354.01,82.16,8.27,21.72,30.21,28.51,55.17,21.79,0.97,offline,link_failure
2025-01-01T05:03:10+00:00,co-7,core_switch,11.75,0.73,26.82,136.84,5.84,34.04,60.94,0.15,18.58,healthy,normal
2025-01-01T05:03:15+00:00,co-3,core_switch,267.44,94.73,14.71,13.73,72.46,58.92,34.19,52.68,3.28,offline,link_failure
2025-01-01T05:03:20+00:00,da-3,database,12.05,0.65,45.92,146.47,5.96,57.58,61.58,0.18,52.48,healthy,normal
2025-01-01T05:03:25+00:00,da-6,database,15.65,0.25,33.88,328.77,2.8,36.84,25.21,0.52,51.68,healthy,normal
2025-01-01T05:03:30+00:00,ro-2,router,144.88,4.39,90.06,595.81,11.21,85.71,55.88,4.15,93.88,warning,traffic_spike
2025-01-01T05:03:35+00:00,da-4,database,126.16,2.59,79.98,141.96,7.55,91.81,86.5,7.76,74.74,warning,device_overload
2025-01-01T05:03:40+00:00,se-5,server,13.61,1.38,58.38,231.62,5.02,54.82,62.01,0.19,42.16,healthy,normal
2025-01-01T05:03:45+00:00,da-6,database,199.23,4.96,98.4,160.41,12.56,53.97,43.16,4.83,89.75,warning,congestion
2025-01-01T05:03:50+00:00,ac-6,access_switch,93.58,12.39,86.15,145.12,24.4,53.32,68.68,5.09,86.2,warning,congestion
2025-01-01T05:03:55+00:00,da-7,database,37.97,0.11,38.48,288.95,3.42,28.41,53.98,0.26,52.39,healthy,normal
2025-01-01T05:04:00+00:00,co-2,core_switch,260.66,78.99,8.07,15.51,82.17,21.86,54.99,37.14,2.45,offline,link_failure
2025-01-01T05:04:05+00:00,se-1,server,431.5,92.0,1.3,5.47,89.16,7.62,9.9,84.08,0.83,offline,device_failure
2025-01-01T05:04:10+00:00,cl-1,client,38.55,1.31,34.69,200.31,4.2,59.03,30.28,0.59,38.18,healthy,normal
2025-01-01T05:04:15+00:00,da-1,database,125.74,9.47,97.93,895.34,22.78,85.05,61.48,0.66,92.0,warning,traffic_spike
2025-01-01T05:04:20+00:00,co-6,core_switch,435.13,99.74,1.56,3.44,59.89,8.72,3.15,88.81,5.07,offline,device_failure
2025-01-01T05:04:25+00:00,co-5,core_switch,37.79,1.04,60.57,295.05,5.97,24.35,27.13,0.13,58.78,healthy,normal
2025-01-01T05:04:30+00:00,ro-1,router,29.48,0.5,57.64,200.48,2.09,55.97,51.24,0.8,33.99,healthy,normal
2025-01-01T05:04:35+00:00,ro-3,router,229.06,82.18,16.23,18.51,46.54,39.99,45.59,40.86,7.83,offline,link_failure
2025-01-01T05:04:40+00:00,cl-7,client,93.4,2.14,61.54,181.42,10.72,92.53,94.54,1.21,67.54,warning,device_overload
2025-01-01T05:04:45+00:00,cl-1,client,212.74,80.24,18.46,6.96,76.28,36.74,53.48,33.38,2.32,warning,link_failure
2025-01-01T05:04:50+00:00,da-8,database,19.84,0.88,18.93,171.48,3.84,52.2,52.95,0.7,18.21,healthy,normal
2025-01-01T05:04:55+00:00,co-2,core_switch,33.42,1.21,61.12,148.06,0.96,40.58,33.15,0.64,36.54,healthy,normal
2025-01-01T05:05:00+00:00,ac-2,access_switch,14.16,0.09,19.88,296.43,4.36,24.31,25.29,0.31,55.86,healthy,normal
2025-01-01T05:05:05+00:00,ac-8,access_switch,27.59,0.06,37.52,279.57,3.11,51.44,52.49,0.24,28.77,healthy,normal
2025-01-01T05:05:10+00:00,ro-6,router,22.9,0.85,23.66,268.26,5.64,36.34,54.15,0.06,55.48,healthy,normal
2025-01-01T05:05:15+00:00,ro-2,router,224.87,5.47,84.35,132.22,16.53,71.82,72.46,2.54,96.52,warning,congestion
2025-01-01T05:05:20+00:00,ac-2,access_switch,64.11,1.74,79.28,185.07,7.17,89.57,95.16,4.49,85.72,warning,device_overload
2025-01-01T05:05:25+00:00,ro-1,router,25.9,0.75,21.5,142.04,3.08,29.49,25.4,0.58,30.92,healthy,normal
2025-01-01T05:05:30+00:00,cl-1,client,378.17,93.24,7.91,5.92,68.57,7.12,4.45,86.99,6.5,warning,device_failure
2025-01-01T05:05:35+00:00,ro-1,router,39.53,0.87,48.78,236.52,4.87,52.49,49.99,0.09,55.2,healthy,normal
2025-01-01T05:05:40+00:00,ro-2,router,274.48,96.63,6.24,7.53,51.08,9.5,1.9,73.54,6.34,warning,device_failure
2025-01-01T05:05:45+00:00,da-8,database,37.44,0.46,21.61,266.2,5.29,26.56,30.6,0.32,48.07,healthy,normal
2025-01-01T05:05:50+00:00,ac-1,access_switch,14.76,0.64,48.3,215.42,3.57,46.94,51.52,0.77,58.67,healthy,normal
2025-01-01T05:05:55+00:00,da-2,database,134.09,2.3,88.84,805.31,19.31,89.89,76.56,2.61,98.19,warning,traffic_spike
2025-01-01T05:06:00+00:00,cl-7,client,25.77,0.75,42.28,255.91,3.17,37.84,24.51,0.0,50.94,healthy,normal
2025-01-01T05:06:05+00:00,ro-4,router,30.26,0.12,50.65,305.01,1.79,49.29,67.71,0.41,24.28,healthy,normal
2025-01-01T05:06:10+00:00,cl-4,client,199.76,8.62,97.09,90.36,16.26,48.05,71.75,6.5,94.25,warning,congestion
2025-01-01T05:06:15+00:00,cl-2,client,116.13,5.05,98.11,626.57,25.63,84.87,82.81,4.78,94.23,warning,traffic_spike
2025-01-01T05:06:20+00:00,ro-1,router,27.75,0.0,29.25,115.93,3.75,44.62,53.55,0.9,35.34,healthy,normal
2025-01-01T05:06:25+00:00,se-1,server,34.78,0.63,59.74,155.49,5.04,41.8,66.69,0.04,35.33,healthy,normal
2025-01-01T05:06:30+00:00,se-7,server,10.27,1.07,34.65,225.75,0.94,16.66,60.59,0.04,46.64,healthy,normal
2025-01-01T05:06:35+00:00,ro-7,router,175.73,6.24,83.82,132.26,31.8,75.69,54.65,6.86,91.19,warning,congestion
2025-01-01T05:06:40+00:00,ac-5,access_switch,35.6,0.88,53.19,280.46,5.19,26.76,42.38,0.35,34.33,healthy,normal
2025-01-01T05:06:45+00:00,da-1,database,110.63,1.65,49.71,140.1,8.75,98.58,88.97,7.14,54.05,warning,device_overload
2025-01-01T05:06:50+00:00,ac-1,access_switch,17.58,1.26,22.4,207.34,3.73,58.0,28.12,0.11,39.87,healthy,normal
2025-01-01T05:06:55+00:00,ac-1,access_switch,41.01,1.5,55.14,171.4,5.09,30.25,62.32,0.66,20.47,healthy,normal
2025-01-01T05:07:00+00:00,ac-3,access_switch,471.15,95.45,0.52,4.31,90.28,4.72,12.7,87.08,0.47,offline,device_failure
2025-01-01T05:07:05+00:00,ac-7,access_switch,24.15,0.54,36.59,319.33,5.24,49.74,38.3,0.07,31.4,healthy,normal
2025-01-01T05:07:10+00:00,cl-8,client,19.1,0.9,24.42,110.23,1.34,17.55,48.01,0.69,52.19,healthy,normal
2025-01-01T05:07:15+00:00,da-2,database,37.4,0.17,29.71,141.53,5.3,37.63,61.27,0.23,20.04,healthy,normal
2025-01-01T05:07:20+00:00,ro-1,router,353.04,81.73,15.49,12.83,77.81,25.12,43.83,23.8,0.33,offline,link_failure
2025-01-01T05:07:25+00:00,ac-5,access_switch,78.93,6.79,91.37,814.2,13.78,88.14,83.89,2.29,90.75,warning,traffic_spike
2025-01-01T05:07:30+00:00,co-3,core_switch,117.05,9.88,96.28,861.96,10.64,71.14,62.94,4.01,97.92,warning,traffic_spike
2025-01-01T05:07:35+00:00,co-7,core_switch,56.74,8.79,94.28,578.11,23.9,78.67,62.58,1.14,90.91,warning,traffic_spike
2025-01-01T05:07:40+00:00,ac-7,access_switch,163.43,13.7,98.35,153.56,28.24,78.21,72.59,5.01,92.3,warning,congestion
2025-01-01T05:07:45+00:00,co-2,core_switch,27.03,0.26,43.43,232.42,2.94,50.32,37.36,0.23,53.06,healthy,normal
2025-01-01T05:07:50+00:00,cl-8,client,474.08,92.53,6.44,0.3,98.3,0.74,4.61,53.67,6.22,offline,device_failure
2025-01-01T05:07:55+00:00,ac-8,access_switch,22.56,0.32,42.85,157.92,2.13,46.97,24.71,0.14,63.49,healthy,normal
2025-01-01T05:08:00+00:00,se-6,server,15.03,0.3,36.78,319.11,1.21,18.12,66.97,0.86,20.79,healthy,normal
2025-01-01T05:08:05+00:00,se-1,server,451.56,99.18,4.09,0.71,65.8,10.71,12.23,62.81,4.97,offline,device_failure
2025-01-01T05:08:10+00:00,co-5,core_switch,103.77,8.43,90.17,111.81,31.64,53.09,71.45,2.5,94.94,warning,congestion
2025-01-01T05:08:15+00:00,cl-5,client,33.1,0.94,18.83,161.16,3.79,32.97,47.19,0.81,53.82,healthy,normal
2025-01-01T05:08:20+00:00,se-1,server,26.74,1.5,31.83,226.83,5.98,21.19,55.29,0.71,66.39,healthy,normal
2025-01-01T05:08:25+00:00,da-4,database,37.71,0.52,61.97,114.88,0.89,55.14,59.11,0.09,17.21,healthy,normal
2025-01-01T05:08:30+00:00,da-8,database,26.52,1.42,21.56,123.67,4.5,43.68,33.94,0.87,63.35,healthy,normal
2025-01-01T05:08:35+00:00,ac-2,access_switch,15.74,0.79,46.34,252.03,2.11,27.3,27.83,0.19,55.49,healthy,normal
2025-01-01T05:08:40+00:00,ro-5,router,179.34,13.03,95.04,58.81,21.1,61.94,74.94,2.33,97.82,warning,congestion
2025-01-01T05:08:45+00:00,co-6,core_switch,36.43,0.09,51.42,122.21,3.44,35.13,62.16,0.3,16.8,healthy,normal
2025-01-01T05:08:50+00:00,cl-6,client,25.49,1.36,47.94,306.4,2.8,17.68,33.68,0.77,25.87,healthy,normal
2025-01-01T05:08:55+00:00,ro-5,router,71.27,4.03,91.37,917.6,23.29,70.79,66.51,1.51,96.16,warning,traffic_spike
2025-01-01T05:09:00+00:00,cl-2,client,30.52,0.76,54.16,285.0,1.61,46.48,52.71,0.37,43.38,healthy,normal
2025-01-01T05:09:05+00:00,da-3,database,32.25,1.02,53.0,214.3,1.11,32.41,35.46,0.82,16.53,healthy,normal
2025-01-01T05:09:10+00:00,ac-2,access_switch,29.05,0.46,60.21,123.24,5.09,41.47,38.41,0.61,56.08,healthy,normal
2025-01-01T05:09:15+00:00,cl-6,client,138.45,7.24,93.12,491.94,18.41,86.78,86.64,2.63,94.79,warning,traffic_spike
2025-01-01T05:09:20+00:00,ro-3,router,17.18,1.41,40.14,136.71,2.59,54.87,43.87,0.59,15.34,healthy,normal
2025-01-01T05:09:25+00:00,cl-3,client,23.38,0.53,56.21,279.73,5.81,23.14,33.8,0.6,39.89,healthy,normal
2025-01-01T05:09:30+00:00,se-6,server,34.37,0.51,56.77,113.05,4.85,41.29,66.62,0.68,65.46,healthy,normal
2025-01-01T05:09:35+00:00,se-6,server,29.85,0.49,36.77,175.65,5.68,23.15,26.16,0.52,37.78,healthy,normal
2025-01-01T05:09:40+00:00,ac-8,access_switch,37.7,0.54,59.19,263.63,3.97,59.03,55.15,0.87,18.54,healthy,normal
2025-01-01T05:09:45+00:00,cl-8,client,140.84,12.29,93.31,148.53,13.62,76.73,60.41,2.99,96.12,warning,congestion
2025-01-01T05:09:50+00:00,da-6,database,437.71,94.21,2.71,7.78,87.8,2.7,1.84,67.07,5.51,offline,device_failure
2025-01-01T05:09:55+00:00,cl-4,client,27.57,0.47,59.02,148.88,2.26,22.01,63.47,0.69,57.65,healthy,normal
2025-01-01T05:10:00+00:00,ro-5,router,186.34,10.19,89.55,134.12,28.32,71.32,62.09,4.73,93.55,warning,congestion
2025-01-01T05:10:05+00:00,co-5,core_switch,40.02,0.26,25.78,206.62,3.22,20.01,43.6,0.41,39.98,healthy,normal
2025-01-01T05:10:10+00:00,ro-6,router,135.03,2.98,98.6,506.86,22.81,74.35,85.43,4.3,92.35,warning,traffic_spike
2025-01-01T05:10:15+00:00,se-4,server,94.14,4.24,93.88,68.02,13.96,70.56,46.23,3.55,98.14,warning,congestion
2025-01-01T05:10:20+00:00,se-7,server,365.2,87.28,15.91,15.43,55.89,59.6,43.48,62.11,1.37,warning,link_failure
2025-01-01T05:10:25+00:00,ac-8,access_switch,28.22,0.94,26.52,166.68,2.91,58.88,64.85,0.38,17.21,healthy,normal
2025-01-01T05:10:30+00:00,ro-7,router,156.84,1.64,55.71,144.85,12.75,94.54,89.34,4.76,74.75,warning,device_overload
2025-01-01T05:10:35+00:00,ac-3,access_switch,29.12,0.08,64.89,282.73,1.78,49.13,33.8,0.4,28.06,healthy,normal
2025-01-01T05:10:40+00:00,ac-8,access_switch,36.63,1.23,22.51,124.41,5.35,38.31,32.17,0.16,18.44,healthy,normal
2025-01-01T05:10:45+00:00,da-6,database,12.7,0.14,46.37,110.42,5.08,34.57,44.77,0.38,49.71,healthy,normal
2025-01-01T05:10:50+00:00,ro-4,router,13.11,1.27,60.38,175.5,2.07,23.84,41.61,0.27,33.14,healthy,normal
2025-01-01T05:10:55+00:00,co-6,core_switch,77.03,7.55,96.85,784.97,11.5,89.98,51.26,1.22,99.48,warning,traffic_spike
2025-01-01T05:11:00+00:00,se-6,server,148.47,5.17,56.69,134.48,16.68,97.89,96.21,6.3,65.26,warning,device_overload
2025-01-01T05:11:05+00:00,cl-8,client,10.06,0.64,48.92,137.71,3.67,23.4,26.95,0.24,62.98,healthy,normal
2025-01-01T05:11:10+00:00,ac-7,access_switch,35.75,1.3,54.92,302.45,4.0,38.2,59.36,0.88,37.72,healthy,normal
2025-01-01T05:11:15+00:00,se-5,server,41.46,0.47,32.54,237.5,5.36,16.37,41.77,0.86,54.08,healthy,normal
2025-01-01T05:11:20+00:00,se-3,server,370.13,82.56,15.61,0.55,38.44,64.65,38.84,47.72,15.55,offline,link_failure
2025-01-01T05:11:25+00:00,ro-3,router,259.91,79.35,4.67,18.27,67.84,22.26,53.3,41.75,16.19,offline,link_failure
2025-01-01T05:11:30+00:00,da-4,database,26.08,0.2,23.58,140.45,0.9,38.02,55.83,0.55,24.98,healthy,normal
2025-01-01T05:11:35+00:00,da-1,database,211.46,96.89,17.18,22.82,70.65,36.54,41.42,33.41,17.72,offline,link_failure
2025-01-01T05:11:40+00:00,da-1,database,33.14,1.47,42.1,319.0,1.0,47.73,61.62,0.01,65.57,healthy,normal
2025-01-01T05:11:45+00:00,cl-5,client,160.07,4.65,48.17,149.6,10.21,97.48,98.44,2.48,55.33,warning,device_overload
2025-01-01T05:11:50+00:00,ac-8,access_switch,18.38,0.28,52.56,133.7,5.53,30.48,49.27,0.56,53.44,healthy,normal
2025-01-01T05:11:55+00:00,co-2,core_switch,147.24,4.32,74.42,69.55,13.06,99.88,98.16,6.6,47.03,warning,device_overload
2025-01-01T05:12:00+00:00,co-2,core_switch,362.33,93.0,9.54,4.55,45.99,10.09,5.16,66.57,4.34,offline,device_failure
2025-01-01T05:12:05+00:00,se-1,server,38.83,1.49,59.82,327.15,2.99,38.39,28.73,0.07,61.48,healthy,normal
2025-01-01T05:12:10+00:00,co-7,core_switch,234.87,92.62,2.1,2.4,79.74,11.8,9.17,84.22,3.94,offline,device_failure
2025-01-01T05:12:15+00:00,ro-7,router,11.07,0.17,27.23,154.32,4.08,58.86,25.27,0.2,56.31,healthy,normal
2025-01-01T05:12:20+00:00,se-3,server,39.67,1.02,64.89,230.29,5.26,44.11,54.29,0.87,15.91,healthy,normal
2025-01-01T05:12:25+00:00,da-5,database,303.54,87.44,15.42,7.74,88.89,24.38,44.01,52.95,2.93,offline,link_failure
2025-01-01T05:12:30+00:00,ac-8,access_switch,34.22,1.01,54.74,131.94,5.54,40.46,40.26,0.51,47.59,healthy,normal
2025-01-01T05:12:35+00:00,cl-2,client,32.2,1.22,36.82,206.93,0.94,54.03,67.29,0.14,66.08,healthy,normal
2025-01-01T05:12:40+00:00,ac-7,access_switch,102.76,7.73,91.13,917.8,20.12,72.33,50.53,4.98,95.15,warning,traffic_spike
2025-01-01T05:12:45+00:00,da-3,database,97.55,7.38,66.59,140.65,14.75,97.07,93.74,6.73,68.41,warning,device_overload
2025-01-01T05:12:50+00:00,ro-4,router,24.47,0.31,21.88,121.38,5.83,50.55,42.02,0.58,30.91,healthy,normal
2025-01-01T05:12:55+00:00,cl-1,client,24.62,0.78,62.53,127.08,1.78,58.88,55.8,0.31,49.0,healthy,normal
2025-01-01T05:13:00+00:00,ro-6,router,60.16,2.58,89.21,778.1,22.19,70.25,83.39,0.51,99.68,warning,traffic_spike
2025-01-01T05:13:05+00:00,ac-5,access_switch,190.58,5.31,97.46,165.51,15.51,52.12,51.03,6.55,86.12,warning,congestion
2025-01-01T05:13:10+00:00,ac-3,access_switch,275.5,96.75,15.39,9.24,49.39,36.25,28.68,32.1,16.86,offline,link_failure
2025-01-01T05:13:15+00:00,cl-8,client,67.04,7.38,47.34,80.75,9.07,90.67,93.42,1.76,79.67,warning,device_overload
2025-01-01T05:13:20+00:00,ro-5,router,26.48,0.35,29.77,264.75,3.91,48.73,64.84,0.12,50.19,healthy,normal
2025-01-01T05:13:25+00:00,co-7,core_switch,498.98,94.76,5.16,7.33,91.49,0.72,1.08,44.06,1.66,warning,device_failure
2025-01-01T05:13:30+00:00,ro-2,router,92.78,6.64,92.58,911.05,20.51,79.71,67.66,1.61,92.21,warning,traffic_spike
2025-01-01T05:13:35+00:00,co-5,core_switch,209.83,78.74,6.19,21.38,40.51,42.74,60.25,31.87,10.85,offline,link_failure
2025-01-01T05:13:40+00:00,co-1,core_switch,20.97,0.92,18.35,277.93,5.58,58.66,31.12,0.58,37.67,healthy,normal
2025-01-01T05:13:45+00:00,co-6,core_switch,40.48,0.74,22.03,264.03,3.35,36.01,65.95,0.11,17.62,healthy,normal
2025-01-01T05:13:50+00:00,da-2,database,137.47,9.31,96.89,873.53,19.45,90.43,78.48,0.88,93.4,warning,traffic_spike
2025-01-01T05:13:55+00:00,ac-6,access_switch,32.98,1.19,25.87,203.32,2.08,29.28,30.06,0.44,21.67,healthy,normal
2025-01-01T05:14:00+00:00,ac-8,access_switch,39.64,1.0,44.63,123.14,1.64,55.1,51.16,0.58,38.87,healthy,normal
2025-01-01T05:14:05+00:00,ac-2,access_switch,30.92,0.37,30.35,117.21,4.05,52.85,46.69,0.1,66.4,healthy,normal
2025-01-01T05:14:10+00:00,ac-7,access_switch,14.39,0.56,20.85,123.3,1.52,53.24,33.66,0.01,20.88,healthy,normal
2025-01-01T05:14:15+00:00,se-5,server,36.65,0.28,31.25,212.29,3.29,45.5,53.79,0.87,34.31,healthy,normal
2025-01-01T05:14:20+00:00,da-3,database,144.98,7.24,83.63,58.18,17.57,91.98,95.85,4.94,62.18,warning,device_overload
2025-01-01T05:14:25+00:00,se-8,server,117.62,4.81,96.06,643.66,23.6,70.34,58.04,0.57,94.48,warning,traffic_spike
2025-01-01T05:14:30+00:00,ac-7,access_switch,24.45,1.05,51.21,151.8,3.74,37.77,65.61,0.4,62.36,healthy,normal
2025-01-01T05:14:35+00:00,ac-8,access_switch,96.13,5.61,76.24,140.72,9.05,87.33,86.3,6.9,80.76,warning,device_overload
2025-01-01T05:14:40+00:00,ro-3,router,264.72,96.4,9.32,5.8,57.95,8.61,1.94,77.02,0.69,offline,device_failure
2025-01-01T05:14:45+00:00,co-2,core_switch,23.0,1.47,21.5,326.66,4.64,42.97,53.24,0.28,30.98,healthy,normal
2025-01-01T05:14:50+00:00,da-8,database,260.91,95.24,5.27,5.74,63.18,0.82,1.54,55.35,4.36,offline,device_failure
2025-01-01T05:14:55+00:00,co-1,core_switch,39.23,0.74,33.13,191.17,5.6,33.03,32.0,0.27,25.93,healthy,normal
2025-01-01T05:15:00+00:00,cl-6,client,445.19,94.45,9.8,5.69,85.74,10.21,6.24,79.68,3.69,offline,device_failure
2025-01-01T05:15:05+00:00,ac-1,access_switch,160.28,4.28,93.98,99.74,13.7,77.89,71.49,3.99,89.61,warning,congestion
2025-01-01T05:15:10+00:00,ro-1,router,15.0,0.73,30.24,221.97,2.13,27.43,65.24,0.4,57.94,healthy,normal
2025-01-01T05:15:15+00:00,se-1,server,19.17,0.81,36.67,329.62,3.18,20.38,47.06,0.37,42.36,healthy,normal
2025-01-01T05:15:20+00:00,cl-4,client,268.75,84.47,6.34,10.02,88.34,53.34,42.62,25.64,16.13,offline,link_failure
2025-01-01T05:15:25+00:00,co-2,core_switch,133.67,6.81,81.14,69.11,13.65,90.58,88.56,6.74,79.02,warning,device_overload
2025-01-01T05:15:30+00:00,cl-6,client,20.99,0.66,39.47,287.57,4.56,42.05,55.64,0.43,37.98,healthy,normal
2025-01-01T05:15:35+00:00,ac-6,access_switch,20.8,0.32,64.58,125.67,1.82,49.93,35.54,0.14,23.95,healthy,normal
2025-01-01T05:15:40+00:00,co-2,core_switch,30.43,0.86,44.05,194.02,4.39,26.62,40.14,0.31,48.58,healthy,normal
2025-01-01T05:15:45+00:00,ac-2,access_switch,117.28,3.02,66.27,113.19,9.5,95.1,88.93,2.09,82.8,warning,device_overload
2025-01-01T05:15:50+00:00,se-5,server,14.94,1.12,54.76,115.21,1.46,27.38,24.16,0.26,44.68,healthy,normal
2025-01-01T05:15:55+00:00,co-7,core_switch,20.89,1.07,62.84,302.75,1.36,27.54,44.3,0.04,36.38,healthy,normal
2025-01-01T05:16:00+00:00,se-3,server,88.65,2.44,90.86,508.79,10.34,85.19,64.81,4.28,96.22,warning,traffic_spike
2025-01-01T05:16:05+00:00,ro-1,router,306.74,81.73,8.73,13.64,84.62,25.11,58.88,64.14,16.47,offline,link_failure
2025-01-01T05:16:10+00:00,ac-6,access_switch,103.36,8.76,92.87,74.37,14.69,72.48,70.81,5.77,95.48,warning,congestion
2025-01-01T05:16:15+00:00,da-7,database,25.73,1.12,31.98,318.48,2.94,26.02,32.21,0.75,21.23,healthy,normal
2025-01-01T05:16:20+00:00,se-6,server,66.21,5.01,95.08,517.63,19.53,68.82,69.87,2.09,90.81,warning,traffic_spike
2025-01-01T05:16:25+00:00,co-5,core_switch,38.76,0.27,41.28,120.27,2.29,18.54,54.13,0.84,38.79,healthy,normal
2025-01-01T05:16:30+00:00,da-8,database,18.12,1.4,46.08,183.14,3.43,23.66,41.61,0.84,23.55,healthy,normal
2025-01-01T05:16:35+00:00,ro-7,router,475.34,91.35,10.37,20.8,57.01,29.6,48.63,59.39,1.03,warning,link_failure
2025-01-01T05:16:40+00:00,co-1,core_switch,30.89,0.26,61.91,143.09,1.88,25.01,64.65,0.15,25.94,healthy,normal
2025-01-01T05:16:45+00:00,ro-5,router,19.17,0.79,19.41,253.66,4.07,26.88,48.21,0.55,43.54,healthy,normal
2025-01-01T05:16:50+00:00,ac-2,access_switch,39.64,1.07,37.65,197.12,4.67,29.62,37.68,0.42,27.88,healthy,normal
2025-01-01T05:16:55+00:00,da-8,database,66.4,1.85,80.35,145.5,8.24,91.4,97.27,6.31,58.41,warning,device_overload
2025-01-01T05:17:00+00:00,ro-1,router,77.11,5.28,62.09,157.31,17.39,91.13,88.7,5.11,46.91,warning,device_overload
2025-01-01T05:17:05+00:00,co-1,core_switch,230.09,90.49,10.08,21.09,49.81,29.25,44.44,57.21,3.03,offline,link_failure
2025-01-01T05:17:10+00:00,co-5,core_switch,90.73,4.15,91.91,915.48,15.94,76.82,78.88,4.51,98.72,warning,traffic_spike
2025-01-01T05:17:15+00:00,da-1,database,39.17,0.48,36.47,161.77,5.28,45.3,45.35,0.06,21.0,healthy,normal
2025-01-01T05:17:20+00:00,da-3,database,323.86,96.54,6.82,1.43,98.21,0.93,8.36,86.93,6.1,warning,device_failure
2025-01-01T05:17:25+00:00,da-3,database,39.57,0.37,30.09,231.43,2.52,53.75,66.53,0.35,40.48,healthy,normal
2025-01-01T05:17:30+00:00,se-3,server,15.12,0.39,60.95,190.09,3.51,51.82,66.98,0.79,37.67,healthy,normal
2025-01-01T05:17:35+00:00,da-4,database,17.52,0.99,20.24,154.22,5.03,23.75,46.49,0.35,48.05,healthy,normal
2025-01-01T05:17:40+00:00,cl-3,client,37.26,0.62,37.07,251.78,0.92,57.51,45.18,0.33,32.47,healthy,normal
2025-01-01T05:17:45+00:00,ro-3,router,35.97,0.73,35.14,245.5,4.4,44.66,24.69,0.42,15.3,healthy,normal
2025-01-01T05:17:50+00:00,ro-4,router,38.63,0.68,22.09,141.24,1.38,51.2,36.7,0.74,40.94,healthy,normal
2025-01-01T05:17:55+00:00,da-3,database,176.47,12.22,99.82,131.44,28.17,77.34,53.8,1.95,97.53,warning,congestion
2025-01-01T05:18:00+00:00,co-4,core_switch,461.97,92.47,19.19,12.26,38.48,33.92,56.92,27.82,16.5,offline,link_failure
2025-01-01T05:18:05+00:00,da-6,database,29.57,0.16,60.77,201.62,1.19,37.55,49.94,0.46,54.06,healthy,normal
2025-01-01T05:18:10+00:00,da-1,database,123.1,11.5,86.93,134.01,23.38,81.83,70.0,2.98,87.78,warning,congestion
2025-01-01T05:18:15+00:00,da-5,database,14.35,0.73,55.47,261.69,4.5,36.8,32.16,0.13,56.62,healthy,normal
2025-01-01T05:18:20+00:00,co-3,core_switch,83.81,8.22,92.71,853.89,11.75,94.21,71.53,4.58,92.54,warning,traffic_spike
2025-01-01T05:18:25+00:00,cl-7,client,20.82,1.05,54.69,125.07,0.82,32.95,58.1,0.27,45.83,healthy,normal
2025-01-01T05:18:30+00:00,ro-4,router,16.38,0.64,56.23,111.02,4.62,30.35,44.43,0.76,48.35,healthy,normal
2025-01-01T05:18:35+00:00,cl-5,client,39.02,0.72,63.88,130.57,1.25,56.07,29.92,0.0,23.06,healthy,normal
2025-01-01T05:18:40+00:00,ro-2,router,341.2,99.25,7.25,8.76,33.25,38.49,35.21,46.11,11.96,offline,link_failure
2025-01-01T05:18:45+00:00,ro-7,router,151.43,12.85,90.15,153.62,21.24,67.89,69.08,1.45,99.41,warning,congestion
2025-01-01T05:18:50+00:00,se-8,server,22.99,1.11,24.48,193.21,5.91,40.74,49.23,0.72,50.69,healthy,normal
2025-01-01T05:18:55+00:00,co-1,core_switch,429.25,90.37,6.8,7.79,61.32,1.24,5.85,58.64,0.96,offline,device_failure
